,first_name,last_name,gender,DOB,job_industry_category,wealth_segment,owns_car,state,AGE,Age_Groups
924,Lezlie,Clemits,Female,1973-05-30,Financial Services,Mass Customer,Yes,NSW,47.0,Age : 41 - 60
925,Kathe,Oller,Female,1959-08-20,Manufacturing,Mass Customer,Yes,VIC,61.0,Age : 61 - 80
926,Dulce,Bradwell,Female,1957-07-03,Manufacturing,Mass Customer,No,QLD,63.0,Age : 61 - 80
927,Felice,Dechelette,Male,1998-02-05,Entertainment,High Net Worth,No,QLD,22.0,Age : 21 - 40
928,Joane,Caldes,Female,1978-03-17,Financial Services,High Net Worth,Yes,NSW,42.0,Age : 41 - 60
929,Diane,Furman,Female,1993-08-11,Manufacturing,Affluent Customer,Yes,VIC,27.0,Age : 21 - 40
930,Ogdan,Blenkinship,Male,1951-01-18,Health,Mass Customer,Yes,VIC,69.0,Age : 61 - 80
931,Kizzee,Agget,Female,1976-07-25,Manufacturing,Affluent Customer,No,NSW,44.0,Age : 41 - 60
932,Stephi,Highton,Female,1987-09-09,Telecommunications,Mass Customer,Yes,NSW,33.0,Age : 21 - 40
933,Martino,Scoles,Male,1975-01-19,Financial Services,Mass Customer,No,VIC,45.0,Age : 41 - 60
934,Morgen,Newport,Female,1960-08-31,Manufacturing,Mass Customer,No,VIC,60.0,Age : 41 - 60
935,Eugenie,Brinson,Female,1963-08-10,Entertainment,Mass Customer,Yes,VIC,57.0,Age : 41 - 60
936,Reinold,Natt,Male,1964-08-23,Financial Services,High Net Worth,Yes,VIC,56.0,Age : 41 - 60
937,Jo,Roberts,Female,1945-10-31,Financial Services,High Net Worth,Yes,NSW,74.0,Age : 61 - 80
938,Jacklin,Duchant,Female,1940-03-18,Argiculture,Mass Customer,No,QLD,80.0,Age : 61 - 80
939,Colas,Gabbitas,Male,1946-09-09,Retail,High Net Worth,No,NSW,74.0,Age : 61 - 80
940,Claudetta,Ricciardiello,Female,1974-04-30,Financial Services,Mass Customer,Yes,VIC,46.0,Age : 41 - 60
942,Cicily,Hast,Female,1971-04-26,Health,Affluent Customer,Yes,NSW,49.0,Age : 41 - 60
943,Harland,Messenger,Male,1974-05-28,Retail,Mass Customer,No,VIC,46.0,Age : 41 - 60
944,Sim,Constantinou,Male,1992-08-09,Property,Mass Customer,No,NSW,28.0,Age : 21 - 40
945,Shanon,Rolfe,Female,1941-08-19,Retail,High Net Worth,No,NSW,79.0,Age : 61 - 80
946,Chryste,Oddboy,Female,1988-08-22,Manufacturing,High Net Worth,Yes,NSW,32.0,Age : 21 - 40
947,Edin,Patinkin,Female,1992-03-26,Health,Mass Customer,No,VIC,28.0,Age : 21 - 40
948,Nolly,Ivanchikov,Male,1994-02-10,Manufacturing,High Net Worth,Yes,NSW,26.0,Age : 21 - 40
949,Michele,Pammenter,Male,1983-06-26,Health,High Net Worth,No,VIC,37.0,Age : 21 - 40
951,Philbert,Bangs,Male,1966-03-03,IT,Mass Customer,Yes,QLD,54.0,Age : 41 - 60
952,Candy,,Female,1977-12-08,Financial Services,Mass Customer,No,VIC,42.0,Age : 41 - 60
953,Noami,Cokly,Female,1962-09-17,Manufacturing,Mass Customer,Yes,NSW,58.0,Age : 41 - 60
955,Maximilien,Bourget,Male,1969-04-29,Financial Services,Mass Customer,Yes,VIC,51.0,Age : 41 - 60
956,Benedikta,Naptin,Female,1995-08-13,Retail,Mass Customer,Yes,NSW,25.0,Age : 21 - 40
958,Afton,Andrassy,Female,1998-10-14,Retail,Mass Customer,No,VIC,21.0,Age : 21 - 40
960,Sonia,Dunstall,Female,1975-07-30,Financial Services,Mass Customer,No,NSW,45.0,Age : 41 - 60
961,Benedikt,Adamou,Male,1987-01-15,Health,Mass Customer,No,VIC,33.0,Age : 21 - 40
962,Don,Spratling,Male,1969-01-05,Property,Affluent Customer,Yes,NSW,51.0,Age : 41 - 60
963,Moll,Ogilby,Female,1980-12-19,Manufacturing,Mass Customer,Yes,QLD,39.0,Age : 21 - 40
964,Jammie,Seldner,Female,1975-02-25,Health,Mass Customer,Yes,NSW,45.0,Age : 41 - 60
965,Inglis,Pickaver,Male,1994-06-25,Telecommunications,Affluent Customer,No,NSW,26.0,Age : 21 - 40
966,Clarabelle,Broschek,Female,1963-08-25,Manufacturing,Mass Customer,No,QLD,57.0,Age : 41 - 60
967,Tillie,Bisseker,Female,1960-08-10,Manufacturing,High Net Worth,No,NSW,60.0,Age : 41 - 60
968,Irving,Babcock,Male,1986-01-17,Health,High Net Worth,Yes,NSW,34.0,Age : 21 - 40
969,Evered,Gludor,Male,1951-04-30,Manufacturing,High Net Worth,Yes,NSW,69.0,Age : 61 - 80
970,Mavra,Finan,Female,1967-08-23,Property,Affluent Customer,Yes,NSW,53.0,Age : 41 - 60
972,Ellwood,Budden,Male,1998-06-03,Health,Mass Customer,Yes,NSW,22.0,Age : 21 - 40
973,Alex,Patshull,Female,1966-01-02,Retail,Mass Customer,Yes,QLD,54.0,Age : 41 - 60
974,Aundrea,Outridge,Female,2001-01-24,Financial Services,Affluent Customer,Yes,VIC,19.0,Age : 0 - 20
976,Esme,Pilipets,Male,1967-05-06,Health,Mass Customer,Yes,VIC,53.0,Age : 41 - 60
977,Beverly,Domnick,Female,1938-12-10,IT,Mass Customer,No,NSW,81.0,Age : 81 - 100
978,Artemis,Swanson,Male,1977-02-12,Argiculture,Mass Customer,Yes,VIC,43.0,Age : 41 - 60
979,Daryle,Marginson,Male,1986-06-27,Argiculture,Mass Customer,Yes,NSW,34.0,Age : 21 - 40
981,Leona,Shorrock,Female,1951-08-23,Financial Services,Affluent Customer,Yes,QLD,69.0,Age : 61 - 80
982,Bertrando,Carass,Male,1956-06-25,Property,Mass Customer,No,NSW,64.0,Age : 61 - 80
985,Lauralee,Fudge,Female,1987-09-21,Health,Mass Customer,No,VIC,32.0,Age : 21 - 40
986,Consalve,Ballay,Male,1959-09-18,IT,Mass Customer,Yes,NSW,61.0,Age : 61 - 80
987,Lolly,Prewer,Female,1997-10-23,Health,Mass Customer,No,NSW,22.0,Age : 21 - 40
988,Vyky,Pegg,Female,1943-03-15,Manufacturing,Mass Customer,Yes,NSW,77.0,Age : 61 - 80
989,Kellen,Pawelski,Female,1945-07-26,Manufacturing,High Net Worth,Yes,NSW,75.0,Age : 61 - 80
990,Jermaine,Bagshawe,Female,1954-05-14,Property,Mass Customer,Yes,QLD,66.0,Age : 61 - 80
991,Bryan,Jachtym,Male,1974-05-15,Manufacturing,Mass Customer,Yes,VIC,46.0,Age : 41 - 60
992,Renie,Laundon,Female,1973-12-18,Entertainment,Mass Customer,Yes,QLD,46.0,Age : 41 - 60
993,Weidar,Etheridge,Male,1959-07-13,Financial Services,Mass Customer,Yes,NSW,61.0,Age : 61 - 80
994,Datha,Fishburn,Female,1990-07-02,Retail,Mass Customer,No,VIC,30.0,Age : 21 - 40
995,Ferdinand,Romanetti,Male,1959-10-07,Financial Services,Affluent Customer,No,NSW,60.0,Age : 41 - 60
996,Burk,Wortley,Male,2001-10-17,Health,Mass Customer,No,NSW,18.0,Age : 0 - 20
997,Melloney,Temby,Female,1954-10-05,Financial Services,Affluent Customer,Yes,QLD,65.0,Age : 61 - 80
998,Dickie,Cubbini,Male,1952-12-17,Financial Services,Mass Customer,Yes,QLD,67.0,Age : 61 - 80
999,Sylas,Duffill,Male,1955-10-02,Property,Mass Customer,Yes,NSW,64.0,Age : 61 - 80
